Concessao,Nome,Subestacao_A,Subestacao_B,Hora,Valor_A,Valor_B
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 19:00:00,-628.5281,641.2402
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 20:00:00,-646.6205,662.6998
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-07 21:00:00,-341.1755,336.4173
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-07 22:00:00,-354.1872,349.8123
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-07 23:00:00,-357.4167,342.1177
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 00:00:00,-360.9568,353.5793
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 01:00:00,-318.577,312.0352
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 02:00:00,-314.7655,308.3051
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 03:00:00,-314.9007,309.4464
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 04:00:00,-313.3257,307.6175
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 05:00:00,-315.0315,308.1473
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 06:00:00,-317.9712,313.1862
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 07:00:00,-320.9774,314.6679
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 08:00:00,-322.184,315.7911
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 09:00:00,-320.9868,314.4418
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 10:00:00,-322.2245,315.1051
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 11:00:00,-329.0027,322.7215
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 12:00:00,-327.0419,325.5781
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 13:00:00,-327.2963,328.5258
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 14:00:00,-331.7572,328.028
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 15:00:00,-336.2616,330.9567
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 16:00:00,-334.1739,328.7274
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 17:00:00,-331.6182,328.739
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 18:00:00,-337.502,329.3859
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 19:00:00,-334.6338,332.4104
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 20:00:00,-341.3451,330.1988
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 21:00:00,-340.0188,330.9735
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 22:00:00,-332.956,327.9464
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-08 23:00:00,-334.9039,328.4549
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 00:00:00,-340.3055,333.358
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 01:00:00,-380.1862,369.885
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 02:00:00,-381.8648,375.2473
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 03:00:00,-381.6287,373.1103
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 04:00:00,-382.8349,374.1086
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 05:00:00,-383.0774,374.1489
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 06:00:00,-380.2868,371.4374
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 07:00:00,-380.215,374.9977
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 08:00:00,-378.8941,374.5701
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 09:00:00,-384.3399,373.3384
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 10:00:00,-382.0331,375.3689
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 11:00:00,-381.8711,376.1018
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 12:00:00,-381.0521,376.4195
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 13:00:00,-380.6122,372.9051
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 14:00:00,-376.244,364.3008
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 15:00:00,-372.4918,365.8293
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 16:00:00,-359.1958,354.5691
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 17:00:00,-349.5111,348.73
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 18:00:00,-357.8951,344.9499
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 19:00:00,-351.5252,346.492
CTE,LT 500KV UHSS/IGU,SE UHSS,SE IGU,2022-01-09 20:00:00,-351.0438,350.8283
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-07 21:00:00,-218.1928,218.8225
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-07 22:00:00,-222.6337,228.5566
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-07 23:00:00,-215.7948,221.8158
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 00:00:00,-226.8838,227.6146
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 01:00:00,-209.6471,211.783
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 02:00:00,-205.946,207.6735
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 03:00:00,-207.2112,209.0533
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 04:00:00,-204.975,206.6571
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 05:00:00,-205.8267,207.8174
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 06:00:00,-210.6345,212.7751
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 07:00:00,-212.2407,214.5614
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 08:00:00,-213.301,215.1232
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 09:00:00,-212.1557,214.2523
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 10:00:00,-212.5539,214.6545
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 11:00:00,-221.8662,225.0696
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 12:00:00,-222.4917,223.4892
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 13:00:00,-226.3856,229.513
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 14:00:00,-224.8225,227.3989
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 15:00:00,-227.06,232.0942
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 16:00:00,-228.7888,229.2695
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 17:00:00,-226.4576,227.5738
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 18:00:00,-227.67,232.3984
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 19:00:00,-229.7939,232.1217
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 20:00:00,-229.7662,231.8927
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 21:00:00,-229.5265,231.8811
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 22:00:00,-226.135,225.6765
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-08 23:00:00,-226.0546,226.7776
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 00:00:00,-230.1286,230.1148
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 01:00:00,-247.86,252.4615
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 02:00:00,-249.5146,254.7361
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 03:00:00,-249.3009,252.9964
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 04:00:00,-250.1172,253.5879
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 05:00:00,-250.1448,253.4832
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 06:00:00,-246.3903,248.8425
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 07:00:00,-248.7173,251.7984
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 08:00:00,-248.6547,251.7399
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 09:00:00,-250.1851,252.5392
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 10:00:00,-250.0229,252.0827
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 11:00:00,-251.3147,253.042
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 12:00:00,-250.9743,253.0108
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 13:00:00,-249.6381,251.9432
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 14:00:00,-239.2062,241.4889
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 15:00:00,-238.7473,240.8702
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 16:00:00,-227.0136,229.1083
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 17:00:00,-223.8883,225.8785
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 18:00:00,-220.0164,222.8155
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 19:00:00,-222.0804,223.9746
CTE,LT 230KV IGU/BCQ,SE IGU,SE BCQ,2022-01-09 20:00:00,-225.0063,229.0835
