Concessao,Nome,Subestacao_A,Subestacao_B,Hora,Valor_A,Valor_B
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 08:00:00,17.4983,-17.8915
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 09:00:00,-3.7896,3.4097
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 10:00:00,-14.7047,14.8335
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 11:00:00,-20.1554,19.8436
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 12:00:00,-13.8,13.1811
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 13:00:00,-9.9292,10.2459
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 14:00:00,-24.1244,24.1961
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 15:00:00,-20.9809,20.9096
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 16:00:00,-23.2345,22.8011
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 17:00:00,-24.7516,24.3131
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 18:00:00,-26.4252,26.7008
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 19:00:00,-38.8183,38.7697
SITE,LT 230KV IBD/TID C1,SE IBD,SE TID,2022-01-09 20:00:00,-36.9965,37.0069
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-07 21:00:00,-20.0559,19.7666
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-07 22:00:00,-21.8767,21.4724
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-07 23:00:00,-12.2373,11.7922
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 00:00:00,5.402,-5.5202
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 01:00:00,20.1031,-20.2128
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 02:00:00,23.7172,-23.5959
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 03:00:00,25.2981,-25.883
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 04:00:00,28.3774,-28.5688
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 05:00:00,32.8471,-33.0679
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 06:00:00,30.849,-31.4325
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 07:00:00,39.1479,-39.1265
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 08:00:00,36.7355,-36.6534
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 09:00:00,35.783,-36.219
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 10:00:00,31.3434,-31.5698
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 11:00:00,20.4362,-20.6701
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 12:00:00,1.3273,-1.3074
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 13:00:00,-9.0458,8.7757
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 14:00:00,-17.9303,17.7286
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 15:00:00,-23.2138,22.9342
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 16:00:00,-18.1291,17.8299
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 17:00:00,-34.0572,33.8568
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 18:00:00,-35.0959,34.8001
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 19:00:00,-40.2343,40.0573
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 20:00:00,-17.9773,17.7541
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 21:00:00,-19.2867,19.1964
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 22:00:00,-4.7971,4.4339
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-08 23:00:00,-6.1847,5.8999
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 00:00:00,0.264,-0.3101
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 01:00:00,-0.9884,0.8897
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 02:00:00,-9.0524,8.9777
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 03:00:00,-2.2521,2.0871
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 04:00:00,25.1687,-25.5606
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 05:00:00,7.6722,-8.0238
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 06:00:00,15.1835,-15.5032
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 07:00:00,22.2251,-22.5385
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 08:00:00,17.3313,-17.3155
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 09:00:00,-3.7929,3.4378
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 10:00:00,-15.1144,14.7729
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 11:00:00,-20.0822,19.9516
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 12:00:00,-13.6915,13.512
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 13:00:00,-10.0345,10.1014
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 14:00:00,-24.4097,24.3553
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 15:00:00,-21.181,21.0407
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 16:00:00,-23.1791,23.2025
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 17:00:00,-24.6582,24.3996
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 18:00:00,-26.7538,26.4206
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 19:00:00,-38.7949,38.5511
SITE,LT 230KV IBD/TID C2,SE IBD,SE TID,2022-01-09 20:00:00,-37.1571,36.8025
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-07 21:00:00,-4.0149,3.2615
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-07 22:00:00,-12.7021,12.0756
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-07 23:00:00,-16.693,16.1785
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 00:00:00,-12.5353,12.0486
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 01:00:00,-14.1277,13.5385
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 02:00:00,-13.3328,13.1674
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 03:00:00,-12.3368,11.9402
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 04:00:00,-11.6671,11.0244
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 05:00:00,-10.3696,9.8442
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 06:00:00,-0.4794,-0.3967
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 07:00:00,5.5182,-6.1844
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 08:00:00,15.5798,-16.7487
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 09:00:00,16.986,-17.4832
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 10:00:00,13.2351,-13.6929
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 11:00:00,8.8358,-9.4731
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 12:00:00,6.9429,-7.5615
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 13:00:00,3.4312,-4.0294
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 14:00:00,-1.2136,0.5097
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 15:00:00,0.237,-0.8161
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 16:00:00,-3.7914,3.4105
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 17:00:00,-6.8816,6.0002
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 18:00:00,-24.7027,24.4617
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 19:00:00,-32.7429,32.7818
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 20:00:00,-25.3564,25.4757
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 21:00:00,-25.3847,25.0868
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 22:00:00,-23.3111,22.8133
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-08 23:00:00,-26.469,26.1935
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 00:00:00,-27.1584,27.364
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 01:00:00,-26.8429,26.7276
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 02:00:00,-32.0576,32.0709
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 03:00:00,-29.2621,29.3646
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 04:00:00,-21.7375,21.465
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 05:00:00,-27.3574,27.1032
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 06:00:00,-18.6929,18.49
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 07:00:00,-15.5122,15.1047
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 08:00:00,-2.5942,1.8768
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 09:00:00,-5.4735,4.6513
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 10:00:00,-7.0313,6.3214
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 11:00:00,-5.3489,4.5905
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 12:00:00,-3.2284,2.5496
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 13:00:00,-2.6834,2.1394
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 14:00:00,0.5943,-1.2019
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 15:00:00,2.4449,-3.4414
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 16:00:00,2.7073,-3.6158
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 17:00:00,-3.6673,2.9577
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 18:00:00,-20.9557,20.6267
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 19:00:00,-29.8857,29.5824
SITE,LT 230KV PIR/TST C1,SE PIR,SE TST,2022-01-09 20:00:00,-32.9307,33.2093
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-07 21:00:00,45.6628,-45.9118
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-07 22:00:00,36.9866,-37.3047
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-07 23:00:00,31.8515,-32.0751
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 00:00:00,34.0567,-34.4291
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 01:00:00,31.1237,-31.2371
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 02:00:00,30.1253,-30.3977
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 03:00:00,30.0864,-30.4384
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 04:00:00,29.7079,-30.0086
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 05:00:00,29.9439,-30.3227
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 06:00:00,34.4616,-34.9237
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 07:00:00,38.2561,-38.6851
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 08:00:00,49.9401,-50.1502
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 09:00:00,50.2742,-50.7127
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 10:00:00,46.4442,-46.8588
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 11:00:00,42.6152,-42.9173
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 12:00:00,40.4704,-40.8113
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 13:00:00,37.3966,-37.702
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 14:00:00,34.1814,-34.562
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 15:00:00,36.7043,-37.0735
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 16:00:00,32.5406,-32.8331
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 17:00:00,30.6885,-30.7387
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 18:00:00,14.3712,-14.5014
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 19:00:00,14.103,-14.409
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 20:00:00,22.6156,-23.0059
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 21:00:00,22.9646,-23.2246
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 22:00:00,24.8618,-25.2419
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-08 23:00:00,20.187,-20.3049
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 00:00:00,17.0033,-17.1753
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 01:00:00,14.9766,-15.1705
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 02:00:00,7.8188,-7.9692
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 03:00:00,8.7633,-9.2368
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 04:00:00,15.7996,-16.3472
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 05:00:00,9.2678,-9.5592
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 06:00:00,14.0675,-14.5423
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 07:00:00,15.2444,-15.9186
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 08:00:00,27.4156,-27.8463
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 09:00:00,23.155,-23.4056
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 10:00:00,20.9535,-21.3908
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 11:00:00,23.4525,-23.8398
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 12:00:00,25.9216,-26.1939
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 13:00:00,27.577,-28.1738
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 14:00:00,32.1784,-32.6623
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 15:00:00,34.8023,-35.3069
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 16:00:00,35.6038,-36.0078
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 17:00:00,30.7383,-31.1841
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 18:00:00,14.9391,-15.212
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 19:00:00,14.6414,-15.0391
SITE,LT 230KV IBD/PIR C2,SE IBD,SE PIR,2022-01-09 20:00:00,11.3173,-11.5859
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-07 21:00:00,-1269.3503,1262.0757
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-07 22:00:00,-1294.3556,1286.857
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-07 23:00:00,-1298.4734,1293.6846
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 00:00:00,-1237.8507,1231.6038
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 01:00:00,-1068.1105,1062.6141
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 02:00:00,-1058.0233,1048.4778
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 03:00:00,-1077.4497,1071.9069
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 04:00:00,-1034.747,1029.3752
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 05:00:00,-1043.2904,1039.1498
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 06:00:00,-1014.2391,1007.9907
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 07:00:00,-1029.3627,1024.2855
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 08:00:00,-1063.9463,1059.2798
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 09:00:00,-1039.8656,1033.8005
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 10:00:00,-1042.456,1035.208
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 11:00:00,-1067.7156,1064.5317
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 12:00:00,-1070.0017,1063.8533
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 13:00:00,-1066.0936,1062.9923
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 14:00:00,-1058.2261,1051.3992
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 15:00:00,-1065.7324,1059.3276
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 16:00:00,-1070.2987,1062.1123
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 17:00:00,-1048.4546,1040.5889
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 18:00:00,-995.5522,987.4666
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 19:00:00,-856.4281,850.5657
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 20:00:00,-842.5817,841.8606
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 21:00:00,-966.7512,962.1703
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 22:00:00,-1012.9877,1007.7883
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-08 23:00:00,-1013.6912,1006.9086
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 00:00:00,-1001.9514,996.032
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 01:00:00,-1016.0643,1008.4565
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 02:00:00,-1027.5653,1024.592
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 03:00:00,-971.4672,968.815
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 04:00:00,-948.4534,943.2018
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 05:00:00,-941.1482,934.9286
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 06:00:00,-855.6868,850.5074
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 07:00:00,-879.6074,877.0307
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 08:00:00,-875.8538,863.6796
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 09:00:00,-805.267,800.0054
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 10:00:00,-822.4129,815.674
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 11:00:00,-901.8448,897.7248
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 12:00:00,-926.5894,920.0582
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 13:00:00,-909.8075,906.8925
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 14:00:00,-935.5756,926.7203
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 15:00:00,-927.0651,921.9222
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 16:00:00,-979.8663,973.3992
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 17:00:00,-1026.5073,1020.4124
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 18:00:00,-1049.4972,1040.9407
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 19:00:00,-919.6508,914.1126
CPTE,LT 500KV LOR/CHP C1,SE LOR,SE CHP,2022-01-09 20:00:00,-965.5522,963.118
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-07 21:00:00,-878.4847,902.8264
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-07 22:00:00,-895.3125,922.6299
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-07 23:00:00,-909.6996,933.1992
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 00:00:00,-887.3169,911.3119
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 01:00:00,-770.9887,786.2689
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 02:00:00,-750.4263,768.7893
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 03:00:00,-793.6074,812.6502
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 04:00:00,-759.5458,776.6801
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 05:00:00,-769.109,783.0177
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 06:00:00,-743.9412,760.5195
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 07:00:00,-752.733,771.7654
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 08:00:00,-757.0639,776.0624
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 09:00:00,-740.3014,756.7399
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 10:00:00,-740.618,758.1812
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 11:00:00,-760.2379,779.6744
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 12:00:00,-755.0683,777.2502
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 13:00:00,-750.4285,767.2123
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 14:00:00,-741.8685,759.1896
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 15:00:00,-763.0599,782.6956
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 16:00:00,-763.7525,783.8284
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 17:00:00,-744.3635,762.9358
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 18:00:00,-686.7064,701.3375
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 19:00:00,-547.4058,560.0329
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 20:00:00,-530.9194,542.3419
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 21:00:00,-642.1058,656.5921
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 22:00:00,-690.9957,707.74
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-08 23:00:00,-720.3199,738.9531
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 00:00:00,-716.9083,731.0662
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 01:00:00,-725.6681,743.2107
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 02:00:00,-749.3558,768.9054
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 03:00:00,-709.2335,724.1034
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 04:00:00,-700.4609,715.9728
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 05:00:00,-690.83,706.1334
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 06:00:00,-619.6245,631.6674
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 07:00:00,-633.4062,646.1643
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 08:00:00,-619.8133,630.5746
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 09:00:00,-572.5452,583.0741
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 10:00:00,-577.2123,590.997
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 11:00:00,-625.6343,639.8953
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 12:00:00,-644.4774,658.2617
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 13:00:00,-651.9842,666.8424
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 14:00:00,-664.8173,682.8094
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 15:00:00,-648.2518,664.1376
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 16:00:00,-706.1556,726.9719
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 17:00:00,-733.9528,752.8528
CPTE,LT 500KV TJP/LOR C1,SE TJP,SE LOR,2022-01-09 18:00:00,-745.4085,765.5632
